,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,lito,lito_eval,lito_ds,lito_km,lito_ag
2381,NAMEN-FSD-08-009    ,87.558,100.3,615015.18,7737097.66,1260.13,0.278,0.006,38.402,0.005,0.041,0.01,44.5,0.01,0.047,IS,IS,IS,IS,IS
2382,NAMEN-FSD-08-010    ,0.0,13.25,614697.32,7736816.99,1388.57,0.457,0.005,45.057,0.005,0.106,0.048,33.63,0.02,1.154,IS,IS,IG,IG,IG
2383,NAMEN-FSD-08-010    ,13.25,26.5,614696.04,7736823.52,1377.11,0.568,0.005,44.82,0.005,0.047,0.042,33.949,0.009,1.115,IS,IS,IG,IG,IG
2384,NAMEN-FSD-08-010    ,26.5,40.5,614694.56,7736830.42,1365.46,0.8,0.005,39.831,0.005,0.049,0.044,41.427,0.013,1.189,IS,IS,IG,IS,IG
2385,NAMEN-FSD-08-010    ,40.5,54.5,614692.92,7736837.69,1353.6,0.501,0.005,37.939,0.005,0.059,0.041,44.36,0.014,1.156,IS,IS,IS,IS,IS
2386,NAMEN-FSD-08-010    ,54.5,68.5,614691.21,7736845.04,1341.82,0.283,0.005,38.074,0.005,0.097,0.032,44.234,0.006,0.99,IS,IS,IG,IS,IS
2387,NAMEN-FSD-08-010    ,68.5,82.5,614689.42,7736852.46,1330.08,0.271,0.005,36.823,0.005,0.217,0.028,45.759,0.011,1.021,IS,IS,IG,IS,IS
2388,NAMEN-FSD-08-010    ,82.5,96.5,614687.56,7736859.95,1318.4,0.423,0.005,38.89,0.005,0.143,0.037,42.384,0.009,1.123,IS,IS,IG,IS,IS
2389,NAMEN-FSD-08-011    ,0.0,11.65,614681.9,7736903.23,1388.18,1.441,0.005,49.385,0.02,0.056,0.036,26.004,0.02,2.092,IS,IS,IG,IG,IG
2390,NAMEN-FSD-08-011    ,11.65,23.3,614681.46,7736909.12,1378.15,0.874,0.005,49.574,0.029,0.099,0.034,26.715,0.015,1.735,IS,IS,IG,IG,IG
2391,NAMEN-FSD-08-011    ,23.3,34.95,614681.02,7736915.25,1368.25,1.062,0.005,49.406,0.032,0.133,0.052,26.203,0.01,1.776,IS,IS,IG,IG,IG
2392,NAMEN-FSD-08-011    ,34.95,44.95,614680.55,7736921.07,1359.13,0.4,0.005,43.92,0.005,0.23,0.22,35.55,0.01,1.39,IS,IS,IG,IS,IG
2393,NAMEN-FSD-08-011    ,44.95,54.95,614680.07,7736926.46,1350.72,0.49,0.005,43.85,0.005,0.26,0.029,35.64,0.005,1.23,IS,IS,IG,IS,IG
2394,NAMEN-FSD-08-011    ,54.95,68.725,614679.43,7736932.89,1340.74,0.231,0.005,38.766,0.005,0.082,0.034,43.411,0.005,1.112,IS,IS,IG,IS,IS
2395,NAMEN-FSD-08-011    ,68.725,82.5,614678.7,7736940.41,1329.23,0.249,0.005,36.832,0.005,0.115,0.045,45.515,0.008,1.283,IS,IS,IG,IS,IS
2396,NAMEN-FSD-08-011    ,82.5,96.275,614677.97,7736947.96,1317.73,0.147,0.005,37.638,0.005,0.267,0.033,45.069,0.006,1.007,IS,IS,IG,IS,IS
2397,NAMEN-FSD-08-011    ,96.275,110.05,614677.26,7736955.57,1306.27,0.151,0.005,36.396,0.005,0.134,0.027,46.317,0.007,0.896,IS,IS,IS,IS,IS
2398,NAMEN-FSD-08-012    ,0.0,13.333,614594.87,7736687.79,1414.48,0.445,0.005,43.38,0.005,0.04,0.03,36.975,0.02,0.463,IS,IS,IG,IS,IG
2399,NAMEN-FSD-08-012    ,13.333,26.667,614592.52,7736694.2,1403.03,0.495,0.005,45.335,0.013,0.045,0.027,34.54,0.015,0.475,IS,IS,IG,IS,IG
2400,NAMEN-FSD-08-012    ,26.667,40.0,614590.05,7736700.73,1391.67,0.553,0.005,45.228,0.009,0.065,0.03,33.485,0.006,1.523,IS,IS,IG,IG,IG
2401,NAMEN-FSD-08-012    ,40.0,53.333,614587.41,7736707.39,1380.43,0.785,0.005,44.22,0.009,0.043,0.028,34.75,0.01,1.173,IS,IS,IG,IG,IG
2402,NAMEN-FSD-08-012    ,53.333,66.667,614584.58,7736714.22,1369.34,0.995,0.005,43.38,0.005,0.06,0.028,35.74,0.01,1.485,IS,IS,IG,IG,IG
2403,NAMEN-FSD-08-012    ,66.667,80.0,614581.55,7736721.29,1358.44,0.44,0.005,42.833,0.005,0.048,0.032,37.458,0.01,1.182,IS,IS,IG,IS,IG
2404,NAMEN-FSD-08-012    ,80.0,93.333,614578.32,7736728.6,1347.77,0.333,0.02,43.105,0.006,0.055,0.031,36.808,0.005,1.18,IS,IS,IG,IS,IS
2405,NAMEN-FSD-08-012    ,93.333,106.667,614574.84,7736736.04,1337.27,0.81,0.012,41.53,0.007,0.1,0.035,38.29,0.013,1.32,IS,IS,IG,IG,IG
2406,NAMEN-FSD-08-012    ,106.667,120.0,614571.03,7736743.55,1326.94,1.07,0.009,41.148,0.009,0.1,0.028,39.008,0.02,1.205,IS,IS,IG,IG,IG
2407,NAMEN-FSD-08-013    ,0.0,13.388,614605.04,7736753.74,1403.75,0.85,0.029,46.274,0.013,0.091,0.034,32.652,0.021,0.69,IS,IS,IG,IG,IG
2408,NAMEN-FSD-08-013    ,13.388,26.775,614604.38,7736760.53,1392.23,0.904,0.027,48.595,0.02,0.082,0.034,28.428,0.023,1.628,IS,IS,IG,IG,IG
2409,NAMEN-FSD-08-013    ,26.775,40.162,614603.64,7736767.47,1380.8,0.884,0.04,44.727,0.009,0.057,0.032,33.861,0.013,1.325,IS,IS,IG,IG,IG
2410,NAMEN-FSD-08-013    ,40.162,53.55,614602.79,7736774.55,1369.48,2.103,0.036,45.789,0.024,0.078,0.036,30.079,0.022,1.865,IS,IS,IG,IG,IG
2411,NAMEN-FSD-08-013    ,53.55,66.937,614601.84,7736781.85,1358.29,0.669,0.023,48.825,0.023,0.074,0.028,27.843,0.017,1.247,IS,IS,IG,IG,IG
2412,NAMEN-FSD-08-013    ,66.937,80.325,614600.84,7736789.38,1347.27,0.913,0.04,45.249,0.011,0.057,0.048,32.977,0.013,1.164,IS,IS,IG,IG,IG
2413,NAMEN-FSD-08-013    ,80.325,93.712,614599.79,7736797.13,1336.41,0.763,0.028,42.981,0.008,0.055,0.051,36.179,0.015,1.287,IS,IS,IG,IG,IG
2414,NAMEN-FSD-08-013    ,93.712,107.1,614598.64,7736804.9,1325.57,1.42,0.034,41.622,0.014,0.103,0.04,37.561,0.01,1.329,IS,IS,IG,IG,IG
2415,NAMEN-FSD-08-014    ,8.25,20.3,614514.34,7736648.27,1426.93,0.638,0.034,44.343,0.005,0.033,0.022,33.554,0.005,2.291,IS,IS,IG,IG,IG
2416,NAMEN-FSD-08-014    ,20.3,32.35,614513.05,7736654.53,1416.71,0.371,0.026,43.011,0.005,0.062,0.021,35.866,0.005,2.268,IS,IS,IG,IG,IG
2417,NAMEN-FSD-08-014    ,32.35,47.35,614511.47,7736661.81,1405.42,1.295,0.014,43.536,0.005,0.07,0.044,35.469,0.008,1.149,IS,IS,IG,IG,IG
2418,NAMEN-FSD-08-014    ,47.35,62.35,614509.56,7736670.18,1393.12,1.087,0.023,40.98,0.005,0.063,0.035,38.773,0.005,1.65,IS,IS,IG,IG,IG
2419,NAMEN-FSD-08-014    ,68.35,78.6,614507.06,7736680.89,1378.09,1.013,0.03,39.896,0.005,0.06,0.039,41.835,0.01,0.935,IS,IS,IG,IS,IG
2420,NAMEN-FSD-08-014    ,78.6,88.85,614505.61,7736686.95,1369.96,0.74,0.03,40.13,0.005,0.06,0.03,41.22,0.005,1.14,IS,IS,IG,IS,IG
2421,NAMEN-FSD-08-014    ,88.85,107.65,614503.4,7736695.75,1358.61,0.284,0.005,37.863,0.005,0.036,0.043,43.752,0.005,1.8,IS,IS,IG,IS,IS
2422,NAMEN-FSD-08-014    ,107.65,120.1,614500.85,7736705.32,1346.53,1.305,0.005,41.194,0.082,0.041,0.053,37.819,0.005,1.98,IS,IS,IG,IG,IG
2423,NAMEN-FSD-08-015    ,14.55,27.05,614894.4,7736920.9,1350.44,1.07,0.02,43.972,0.042,0.158,0.035,34.42,0.02,1.356,IS,IS,IG,IG,IG
2424,NAMEN-FSD-08-015    ,27.05,39.55,614890.67,7736926.04,1339.67,0.646,0.038,43.736,0.01,0.03,0.023,35.8,0.012,0.964,IS,IS,IG,IG,IG
2425,NAMEN-FSD-08-015    ,48.0,59.71,614884.48,7736934.53,1322.01,0.53,0.007,42.312,0.005,0.04,0.031,38.287,0.01,1.09,IS,IS,IG,IS,IG
2426,NAMEN-FSD-08-015    ,59.71,71.42,614880.91,7736939.43,1311.99,0.746,0.02,47.877,0.005,0.049,0.03,29.177,0.01,1.573,IS,IS,IG,IG,IG
2427,NAMEN-FSD-08-015    ,71.42,83.13,614877.22,7736944.36,1302.03,0.787,0.013,47.481,0.005,0.101,0.03,29.645,0.01,1.719,IS,IS,IG,IG,IG
2428,NAMEN-FSD-08-015    ,83.13,94.84,614873.43,7736949.24,1292.08,0.779,0.008,45.191,0.005,0.076,0.036,32.91,0.01,1.441,IS,IS,IG,IG,IG
2429,NAMEN-FSD-08-015    ,94.84,106.55,614869.59,7736954.03,1282.11,0.68,0.01,42.092,0.005,0.045,0.03,37.666,0.01,1.022,IS,IS,IS,IS,IG
2430,NAMEN-FSD-08-016    ,0.0,15.0,615011.86,7736853.59,1372.36,0.703,0.005,38.983,0.005,0.08,0.015,43.077,0.02,0.16,IS,IS,IG,IS,IS
2431,NAMEN-FSD-08-016    ,15.0,30.0,615006.63,7736859.47,1359.59,0.55,0.005,37.997,0.005,0.287,0.017,44.457,0.02,0.293,IS,IS,IG,IS,IS
2432,NAMEN-FSD-08-016    ,49.0,59.0,614994.7,7736872.29,1333.41,0.2,0.005,38.34,0.005,0.12,0.028,42.35,0.005,2.06,IS,IS,IS,IS,IS
2433,NAMEN-FSD-08-016    ,59.0,69.0,614990.79,7736876.41,1325.18,0.19,0.005,38.25,0.005,0.1,0.028,43.12,0.005,1.39,IS,IS,IS,IS,IS
2434,NAMEN-FSD-08-016    ,69.0,79.0,614986.81,7736880.57,1317.0,0.32,0.02,36.01,0.01,0.69,0.032,45.56,0.01,1.81,IM,IS,IS,IS,IS
2435,NAMEN-FSD-08-016    ,87.85,102.4,614977.94,7736889.43,1300.01,0.331,0.005,33.854,0.007,0.83,0.023,48.71,0.007,1.493,IM,IS,IS,IS,IS
2436,NAMEN-FSD-08-017    ,0.0,15.35,614791.41,7736760.32,1346.77,0.81,0.005,43.254,0.067,0.041,0.035,36.377,0.008,0.759,IS,IS,IG,IG,IG
2437,NAMEN-FSD-08-017    ,15.35,30.7,614786.86,7736766.67,1333.56,0.391,0.005,40.6,0.005,0.104,0.042,40.637,0.012,1.036,IS,IS,IG,IS,IS
2438,NAMEN-FSD-08-017    ,45.2,58.675,614777.93,7736778.9,1308.94,0.431,0.005,37.734,0.005,0.12,0.041,44.539,0.007,0.977,IS,IS,IS,IS,IS
2439,NAMEN-FSD-08-017    ,58.675,72.15,614773.43,7736784.77,1297.67,0.279,0.005,38.199,0.005,0.15,0.031,44.273,0.009,0.898,IS,IS,IS,IS,IS
2440,NAMEN-FSD-08-017    ,72.15,85.625,614768.65,7736790.86,1286.64,0.268,0.062,34.995,0.022,0.269,0.029,48.074,0.005,1.1,IS,IS,IS,IS,IS
2441,NAMEN-FSD-08-017    ,85.625,99.1,614763.67,7736797.22,1275.86,0.317,0.085,35.894,0.029,0.262,0.028,46.991,0.005,1.107,IS,IS,IS,IS,IS
2442,NAMEN-FSD-08-018    ,0.0,14.55,614824.57,7736900.44,1362.61,0.503,0.005,39.795,0.005,0.04,0.031,41.261,0.015,0.887,IS,IS,IG,IS,IS
2443,NAMEN-FSD-08-018    ,14.55,26.525,614819.01,7736904.28,1351.2,0.34,0.005,37.773,0.005,0.08,0.025,44.147,0.005,0.938,IS,IS,IS,IS,IS
2444,NAMEN-FSD-08-018    ,26.525,38.5,614813.88,7736907.75,1340.95,0.284,0.005,36.524,0.005,0.11,0.027,45.898,0.005,1.233,IS,IS,IS,IS,IS
2445,NAMEN-FSD-08-018    ,52.9,65.775,614802.02,7736915.42,1318.15,0.676,0.005,41.905,0.005,0.103,0.036,37.542,0.007,1.399,IS,IS,IG,IS,IG
2446,NAMEN-FSD-08-018    ,65.775,78.65,614796.0,7736919.15,1307.39,0.492,0.005,43.564,0.005,0.08,0.032,35.761,0.005,1.137,IS,IS,IG,IS,IG
2447,NAMEN-FSD-08-018    ,78.65,91.525,614789.76,7736922.87,1296.77,0.208,0.005,40.036,0.005,0.075,0.035,41.211,0.005,1.256,IS,IS,IS,IS,IS
2448,NAMEN-FSD-08-018    ,91.525,104.4,614783.25,7736926.54,1286.28,0.213,0.005,37.786,0.005,0.14,0.036,43.987,0.005,0.863,IS,IS,IS,IS,IS
2449,NAMEN-FSD-08-019    ,12.85,26.79,614486.24,7736880.14,1390.07,0.954,0.005,43.721,0.005,0.133,0.049,34.029,0.013,2.412,IS,IS,IG,IG,IG
2450,NAMEN-FSD-08-019    ,26.79,40.73,614480.92,7736884.83,1378.07,1.717,0.005,48.882,0.005,0.029,0.049,25.462,0.02,2.757,IS,IG,IG,IG,IG
2451,NAMEN-FSD-08-019    ,40.73,54.67,614475.54,7736889.6,1366.13,2.603,0.005,45.639,0.009,0.007,0.062,28.308,0.007,3.265,IS,IG,IG,IG,IG
2452,NAMEN-FSD-08-019    ,54.67,68.61,614470.19,7736894.43,1354.2,2.053,0.005,46.455,0.008,0.007,0.055,27.978,0.005,3.233,IS,IG,IG,IG,IG
2453,NAMEN-FSD-08-019    ,68.61,82.55,614464.8,7736899.35,1342.32,0.862,0.005,49.588,0.005,0.01,0.051,25.669,0.005,2.808,IS,IS,IG,IG,IG
2454,NAMEN-FSD-08-019    ,82.55,98.225,614459.01,7736904.71,1329.79,0.387,0.005,41.299,0.005,0.005,0.032,38.285,0.005,2.03,IS,IS,IG,IS,IG
2455,NAMEN-FSD-08-019    ,98.225,113.9,614452.83,7736910.53,1316.61,0.208,0.005,38.685,0.005,0.016,0.031,42.708,0.005,1.473,IS,IS,IG,IS,IS
2456,NAMEN-FSD-08-020    ,0.0,15.0,614644.57,7736972.18,1372.05,0.477,0.005,43.563,0.005,0.15,0.04,35.87,0.01,1.34,IS,IS,IG,IS,IG
2457,NAMEN-FSD-08-020    ,15.0,30.0,614637.25,7736974.85,1359.24,0.343,0.005,44.13,0.005,0.203,0.046,35.29,0.01,1.027,IS,IS,IG,IS,IG
2458,NAMEN-FSD-08-020    ,30.0,41.633,614630.53,7736977.33,1348.01,0.254,0.005,40.038,0.005,0.073,0.042,40.96,0.01,1.104,IS,IS,IG,IS,IS
2459,NAMEN-FSD-08-020    ,41.633,53.267,614624.53,7736979.57,1338.3,0.315,0.005,38.038,0.005,0.03,0.041,44.013,0.009,1.135,IS,IS,IG,IS,IS
2460,NAMEN-FSD-08-020    ,53.267,64.9,614618.38,7736981.85,1328.69,0.311,0.005,37.969,0.005,0.137,0.032,44.457,0.008,1.082,IS,IS,IG,IS,IS
2461,NAMEN-FSD-08-020    ,64.9,79.217,614611.3,7736984.47,1318.14,0.604,0.005,44.337,0.005,0.138,0.041,34.282,0.01,1.435,IS,IS,IG,IG,IG
2462,NAMEN-FSD-08-020    ,79.217,93.533,614603.22,7736987.53,1306.73,0.726,0.005,43.186,0.005,0.064,0.057,36.152,0.01,1.283,IS,IS,IG,IG,IG
2463,NAMEN-FSD-08-020    ,93.533,107.85,614594.94,7736990.75,1295.5,0.343,0.005,41.328,0.005,0.106,0.042,39.644,0.01,0.773,IS,IS,IG,IS,IS
2464,NAMEN-FSD-08-021    ,8.15,18.15,614862.97,7737011.94,1348.96,0.65,0.005,36.92,0.005,1.49,0.065,42.97,0.02,1.24,IM,IM,IG,IS,IS
2465,NAMEN-FSD-08-021    ,18.15,28.15,614857.92,7737013.31,1340.44,1.5,0.005,36.54,0.005,0.32,0.024,44.49,0.08,0.88,IS,IS,IG,IS,IG
2466,NAMEN-FSD-08-021    ,28.15,41.83,614851.75,7737014.87,1330.46,0.284,0.005,33.535,0.005,0.027,0.013,51.568,0.01,0.13,IS,IS,IG,IS,IS
2467,NAMEN-FSD-08-021    ,41.83,55.51,614844.44,7737016.61,1319.03,0.29,0.005,36.302,0.005,0.029,0.013,47.147,0.01,0.131,IS,IS,IS,IS,IS
2468,NAMEN-FSD-08-021    ,55.51,69.19,614837.01,7737018.29,1307.66,0.474,0.005,39.571,0.005,0.103,0.031,41.959,0.01,0.638,IS,IS,IG,IS,IS
2469,NAMEN-FSD-08-021    ,69.19,82.87,614829.49,7737019.91,1296.36,1.186,0.005,43.242,0.006,0.065,0.044,35.974,0.013,1.068,IS,IS,IG,IG,IG
2470,NAMEN-FSD-08-021    ,82.87,96.55,614821.84,7737021.51,1285.13,0.755,0.005,43.631,0.015,0.151,0.053,36.024,0.02,0.941,IS,IS,IG,IG,IG
2471,NAMEN-FSD-08-022    ,28.425,42.638,614258.93,7737329.68,1283.24,1.781,0.005,52.451,0.007,0.033,0.087,18.88,0.136,3.94,IG,IG,IR,IG,IG
2472,NAMEN-FSD-08-022    ,42.638,56.85,614260.6,7737336.75,1271.03,1.205,0.005,54.027,0.015,0.04,0.079,16.549,0.135,4.425,IG,IG,IR,IR,IG
2473,NAMEN-FSD-08-023    ,0.0,13.275,614420.08,7736974.16,1371.52,0.61,0.005,45.193,0.005,0.038,0.05,32.724,0.015,2.246,IS,IS,IG,IG,IG
2474,NAMEN-FSD-08-023    ,13.275,26.55,614421.86,7736980.64,1360.08,0.686,0.005,43.715,0.005,0.035,0.049,34.705,0.025,2.16,IS,IS,IG,IG,IG
2475,NAMEN-FSD-08-023    ,26.55,38.883,614423.65,7736987.02,1349.12,0.269,0.005,40.676,0.005,0.02,0.04,39.411,0.023,1.907,IS,IS,IG,IS,IG
2476,NAMEN-FSD-08-023    ,38.883,51.217,614425.32,7736993.16,1338.55,0.414,0.005,40.045,0.005,0.031,0.052,39.891,0.064,2.098,IS,IS,IG,IS,IG
2477,NAMEN-FSD-08-023    ,51.217,63.55,614426.93,7736999.32,1327.99,0.478,0.005,35.166,0.005,0.084,0.043,47.197,0.005,1.635,IS,IS,IG,IS,IS
2478,NAMEN-FSD-08-023    ,63.55,75.883,614428.5,7737005.51,1317.44,0.463,0.005,39.808,0.005,0.14,0.034,40.816,0.005,1.321,IS,IS,IG,IS,IS
2479,NAMEN-FSD-08-023    ,75.883,88.217,614430.04,7737011.73,1306.9,0.199,0.005,41.441,0.005,0.036,0.028,39.706,0.005,1.096,IS,IS,IG,IS,IS
2480,NAMEN-FSD-08-023    ,88.217,100.55,614431.56,7737017.97,1296.38,0.152,0.005,37.942,0.005,0.179,0.025,44.296,0.005,1.117,IS,IS,IG,IS,IS
2481,NAMEN-FSD-08-023    ,112.7,127.0,614434.82,7737030.94,1274.7,0.242,0.005,39.846,0.005,0.077,0.021,41.62,0.005,1.006,IS,IS,IG,IS,IS
2482,NAMEN-FSD-08-024    ,84.1,94.1,614175.5,7737195.33,1233.88,0.65,0.01,68.1,0.03,0.08,0.01,1.09,0.05,0.55,HM,HM,IR,HM,HM
2483,NAMEN-FSD-08-024    ,94.1,104.1,614180.39,7737198.32,1225.69,0.48,0.01,68.76,0.04,0.01,0.006,1.38,0.02,0.15,HM,HM,HM,HM,HM
2484,NAMEN-FSD-08-025    ,65.6,79.1,614411.67,7737304.46,1261.69,1.894,0.005,62.819,0.067,0.073,0.04,3.056,0.027,5.242,IR,IR,IR,IR,HM
2485,NAMEN-FSD-08-025    ,79.1,92.6,614411.23,7737312.6,1250.93,2.369,0.005,62.161,0.06,0.085,0.032,2.934,0.025,5.707,IR,IR,IR,IR,HM
2486,NAMEN-FSD-08-026    ,12.7,22.7,614319.29,7737153.32,1313.2,1.95,0.005,60.85,0.04,0.07,0.039,8.24,0.05,2.58,IR,IR,IR,IR,IR
2487,NAMEN-FSD-08-026    ,22.7,32.7,614322.62,7737157.24,1304.62,1.93,0.005,58.66,0.08,0.05,0.03,11.89,0.02,1.87,IR,IR,IR,IR,IR
2488,NAMEN-FSD-08-026    ,32.7,45.76,614326.36,7737161.83,1294.73,1.72,0.009,57.528,0.042,0.067,0.037,14.296,0.022,2.071,IS,IS,IR,IR,IR
2489,NAMEN-FSD-08-026    ,45.76,58.82,614330.45,7737167.09,1283.5,1.04,0.02,51.47,0.05,0.076,0.04,23.06,0.025,2.213,IS,IS,IR,IG,IG
2490,NAMEN-FSD-08-026    ,58.82,71.88,614334.35,7737172.46,1272.25,0.79,0.02,44.799,0.036,0.046,0.04,32.627,0.02,2.192,IS,IS,IG,IG,IG
2491,NAMEN-FSD-08-026    ,71.88,84.94,614338.05,7737177.9,1260.97,0.311,0.012,38.974,0.024,0.029,0.024,42.504,0.012,1.374,IS,IS,IG,IS,IS
2492,NAMEN-FSD-08-026    ,84.94,98.0,614341.6,7737183.43,1249.69,0.679,0.02,45.105,0.068,0.048,0.035,31.696,0.026,2.785,IS,IS,IG,IG,IG
2493,NAMEN-FSD-08-027    ,26.8,36.8,614133.3,7737021.41,1284.44,1.68,0.005,65.25,0.03,0.07,0.038,1.7,0.14,2.89,HM,HM,IR,HM,HM
2494,NAMEN-FSD-08-027    ,36.8,46.8,614133.29,7737021.39,1274.44,3.88,0.02,62.19,0.07,0.06,0.022,4.39,0.19,3.19,IR,IR,IR,IR,HM
2495,NAMEN-FSD-08-027    ,46.8,56.8,614133.29,7737021.39,1264.44,1.19,0.005,64.77,0.04,0.07,0.039,3.9,0.05,2.22,HM,HM,IR,HM,HM
2496,NAMEN-FSD-08-027    ,56.8,69.3,614133.32,7737021.4,1253.19,2.02,0.005,62.788,0.046,0.076,0.028,5.942,0.038,2.338,IR,IR,IR,IR,HM
2497,NAMEN-FSD-08-027    ,69.3,81.8,614133.32,7737021.4,1240.69,0.808,0.005,62.704,0.026,0.124,0.037,7.614,0.026,1.734,IR,IR,IR,IR,HM
2498,NAMEN-FSD-08-027    ,81.8,94.3,614133.32,7737021.4,1228.19,0.82,0.005,62.992,0.032,0.088,0.047,6.378,0.026,2.37,IR,IR,IR,IR,HM
2499,NAMEN-FSD-08-027    ,94.3,106.8,614133.36,7737021.41,1215.69,1.528,0.025,61.86,0.064,0.104,0.062,5.842,0.246,3.694,IR,IR,IR,IR,HM
2500,NAMEN-FSD-08-028    ,6.05,16.05,614823.67,7737041.32,1348.32,1.67,0.005,37.13,0.005,0.55,0.035,43.42,0.08,1.22,IS,IS,IG,IG,IG
2501,NAMEN-FSD-08-028    ,16.05,31.45,614818.56,7737044.41,1337.11,0.247,0.005,29.73,0.005,0.016,0.017,56.795,0.005,0.092,IS,IS,IS,IS,IS
2502,NAMEN-FSD-08-028    ,45.55,55.55,614807.88,7737050.95,1313.42,0.54,0.005,47.64,0.005,0.06,0.015,30.79,0.02,0.21,IS,IS,IG,IG,IG
2503,NAMEN-FSD-08-028    ,55.55,65.55,614803.75,7737053.37,1304.64,0.55,0.005,55.6,0.005,0.05,0.017,20.04,0.02,0.31,IS,IS,IG,IR,IG
2504,NAMEN-FSD-08-028    ,65.55,76.45,614799.4,7737055.98,1295.5,0.579,0.005,47.507,0.006,0.044,0.016,31.156,0.829,0.281,IS,IS,IG,IG,IG
2505,NAMEN-FSD-08-028    ,76.45,87.35,614794.82,7737058.71,1285.99,0.61,0.005,39.951,0.007,0.06,0.017,41.645,0.014,0.367,IS,IS,IG,IS,IS
2506,NAMEN-FSD-08-029    ,0.0,12.923,614563.74,7737176.1,1306.26,0.451,0.005,50.735,0.009,0.078,0.059,25.774,0.018,1.199,IS,IS,IG,IG,IG
2507,NAMEN-FSD-08-029    ,12.923,25.846,614563.74,7737176.1,1293.34,0.318,0.005,45.918,0.005,0.056,0.057,32.437,0.01,1.318,IS,IS,IG,IG,IG
2508,NAMEN-FSD-08-029    ,25.846,38.769,614563.74,7737176.1,1280.41,0.382,0.005,45.377,0.005,0.033,0.051,33.289,0.017,1.462,IS,IS,IG,IG,IG
2509,NAMEN-FSD-08-029    ,38.769,51.692,614563.74,7737176.1,1267.49,0.772,0.005,44.102,0.011,0.049,0.045,35.119,0.012,1.433,IS,IS,IG,IG,IG
2510,NAMEN-FSD-08-029    ,51.692,64.615,614563.74,7737176.1,1254.57,1.281,0.005,43.4,0.064,0.053,0.037,35.552,0.016,1.328,IS,IS,IG,IG,IG
2511,NAMEN-FSD-08-029    ,64.615,77.538,614563.74,7737176.1,1241.64,2.208,0.005,39.467,0.049,0.04,0.038,39.48,0.01,1.604,IS,IS,IG,IG,IS
2512,NAMEN-FSD-08-029    ,77.538,90.462,614563.74,7737176.1,1228.72,0.914,0.005,36.127,0.032,0.025,0.03,46.486,0.006,0.818,IS,IS,IG,IS,IS
2513,NAMEN-FSD-08-029    ,90.462,103.385,614563.74,7737176.1,1215.8,0.55,0.005,35.941,0.097,0.031,0.041,46.982,0.005,0.932,IS,IS,IS,IS,IS
2514,NAMEN-FSD-08-029    ,103.385,116.308,614563.74,7737176.1,1202.87,0.696,0.005,36.474,0.005,0.022,0.054,46.008,0.007,1.196,IS,IS,IS,IS,IS
2515,NAMEN-FSD-08-029    ,116.308,129.231,614563.74,7737176.1,1189.95,0.42,0.005,37.419,0.005,0.026,0.06,45.169,0.01,1.229,IS,IS,IS,IS,IS
2516,NAMEN-FSD-08-029    ,129.231,142.154,614563.74,7737176.1,1177.03,0.478,0.005,37.142,0.005,0.064,0.049,44.457,0.01,1.733,IS,IS,IS,IS,IS
2517,NAMEN-FSD-08-029    ,142.154,155.077,614563.74,7737176.1,1164.1,0.706,0.005,37.307,0.005,0.159,0.057,43.055,0.01,2.47,IS,IS,IS,IS,IG
2518,NAMEN-FSD-08-029    ,155.077,168.0,614563.74,7737176.1,1151.18,0.605,0.005,38.034,0.005,0.153,0.049,42.904,0.066,2.213,IS,IS,IS,IS,IS
2519,NAMEN-FSD-08-029    ,240.25,250.1,614563.74,7737176.1,1067.55,2.69,0.57,32.31,0.31,6.12,0.137,36.5,0.26,4.61,IM,IM,IM,IM,IM
2520,NAMEN-FSD-08-029    ,250.1,263.55,614563.74,7737176.1,1055.9,0.133,0.005,68.805,0.005,0.112,0.01,1.617,0.016,0.025,HM,HM,HM,HM,HM
2521,NAMEN-FSD-08-030    ,0.0,10.0,614997.22,7736881.93,1365.01,0.72,0.02,35.34,0.005,0.08,0.013,48.13,0.02,0.17,IS,IS,IG,IS,IS
2522,NAMEN-FSD-08-030    ,10.0,28.0,614997.22,7736881.93,1351.01,0.728,0.005,45.97,0.005,0.94,0.084,30.402,0.016,1.934,IM,IS,IG,IG,IG
2523,NAMEN-FSD-08-030    ,36.85,48.1,614997.22,7736881.95,1327.54,0.16,0.005,41.814,0.005,0.297,0.033,37.104,0.005,2.308,IS,IS,IS,IS,IG
2524,NAMEN-FSD-08-030    ,48.1,59.35,614997.22,7736881.95,1316.29,0.131,0.005,37.297,0.005,0.249,0.065,44.392,0.005,1.965,IS,IS,IS,IS,IS
2525,NAMEN-FSD-08-030    ,73.8,83.8,614997.22,7736881.96,1291.21,0.32,0.005,35.14,0.005,0.77,0.03,46.69,0.01,1.91,IM,IS,IS,IS,IS
2526,NAMEN-FSD-08-030    ,83.8,93.8,614997.22,7736881.96,1281.21,0.27,0.005,33.65,0.005,1.19,0.021,48.17,0.005,1.48,IM,IM,IS,IS,IS
2527,NAMEN-FSD-08-030    ,93.8,108.65,614997.23,7736881.97,1268.79,0.273,0.005,35.822,0.005,0.08,0.03,47.495,0.008,0.788,IS,IS,IS,IS,IS
