,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,lito,lito_eval,lito_ds,lito_km,lito_ag
871,CPFDC14010          ,26.25,38.45,613073.3,7736235.5,992.01,0.357,0.04,68.808,0.05,1.013,0.015,0.654,0.041,0.445,HM,HM,HM,HM,HM
872,CPFDC14010          ,38.45,50.65,613068.89,7736234.26,980.71,0.485,0.032,68.498,0.09,1.146,0.014,0.588,0.04,0.621,HM,HM,HM,HM,HM
873,CPFDC14010          ,50.65,62.85,613064.47,7736233.03,969.4,0.712,0.023,67.072,0.115,1.045,0.015,0.772,0.047,0.685,HM,HM,HM,HM,HM
874,CPFDC14010          ,62.85,75.05,613060.05,7736231.8,958.1,0.672,0.027,68.011,0.073,0.872,0.016,0.847,0.043,0.636,HM,HM,HM,HM,HM
875,CPFDC14010          ,75.05,87.25,613055.63,7736230.56,946.8,0.802,0.036,68.093,0.123,1.028,0.027,0.965,0.04,0.737,HM,HM,HM,HM,HM
876,CPFDC14010          ,87.25,97.7,613051.53,7736229.42,936.3,1.44,0.03,61.3,2.16,1.5,0.038,6.31,0.06,1.88,IM,IR,IR,IR,HM
877,CPFDC14010          ,97.7,108.8,613047.63,7736228.33,926.32,0.55,0.04,68.2,0.13,1.12,0.026,0.75,0.03,0.71,HM,HM,HM,HM,HM
878,CPFDC14010          ,115.4,126.3,613041.25,7736226.55,910.01,0.41,0.06,62.8,0.16,1.17,0.036,6.25,0.03,0.76,IM,IR,IR,IR,HM
879,CPFDC14010          ,126.3,137.2,613037.31,7736225.44,899.91,0.518,0.04,50.176,0.052,1.032,0.053,24.545,0.02,1.007,IM,IM,IR,IG,IG
880,CPFDC14010          ,137.2,149.95,613033.02,7736224.25,888.95,1.25,0.04,64.3,0.1,2.66,0.09,1.86,0.08,1.85,HM,HM,IR,HM,HM
881,CPFDC14011          ,3.5,16.5,613036.46,7736223.54,1013.26,1.03,0.09,58.3,0.31,0.73,0.035,12.1,0.07,0.93,IR,IR,IR,IR,IR
882,CPFDC14011          ,16.5,34.6,613030.42,7736222.11,999.0,0.907,0.03,66.455,0.136,1.071,0.037,1.114,0.051,1.059,HM,HM,HM,HM,HM
883,CPFDC14012          ,3.98,13.98,613188.08,7736200.32,1013.8,0.75,0.28,63.4,0.37,1.04,0.069,4.68,0.05,0.96,IM,IR,IR,IR,HM
884,CPFDC14012          ,22.0,32.35,613181.19,7736199.07,997.01,0.69,0.19,66.3,0.34,0.39,0.05,2.43,0.04,0.5,HM,HM,HM,HM,HM
885,CPFDC14012          ,32.35,45.35,613176.77,7736198.27,986.23,0.49,1.91,63.9,0.79,1.39,0.589,1.3,0.05,1.21,IM,IR,HM,HM,HM
886,CPFDC14012          ,45.35,58.871,613171.76,7736197.37,973.99,0.623,0.834,65.442,0.703,1.144,0.235,2.127,0.05,0.973,HM,HM,HM,HM,HM
887,CPFDC14012          ,58.871,72.393,613166.64,7736196.44,961.51,0.822,0.401,66.784,0.453,1.232,0.104,1.53,0.044,0.971,HM,HM,HM,HM,HM
888,CPFDC14012          ,72.393,85.914,613161.52,7736195.51,949.03,0.326,0.177,67.702,0.177,0.975,0.049,0.575,0.02,0.613,HM,HM,HM,HM,HM
889,CPFDC14012          ,85.914,99.436,613156.41,7736194.59,936.54,0.385,0.28,67.67,0.191,1.131,0.093,0.651,0.027,0.694,HM,HM,HM,HM,HM
890,CPFDC14012          ,99.436,112.957,613151.29,7736193.66,924.06,0.385,0.568,66.448,0.215,1.269,0.191,0.645,0.037,0.664,HM,HM,HM,HM,HM
891,CPFDC14012          ,112.957,126.479,613146.17,7736192.73,911.58,0.489,0.433,66.077,0.321,1.433,0.144,0.96,0.04,0.976,HM,HM,HM,HM,HM
892,CPFDC14012          ,126.479,140.0,613141.05,7736191.81,899.1,0.497,0.109,66.422,0.356,1.735,0.052,1.084,0.04,1.287,HM,HM,HM,HM,HM
893,CPFDC14013          ,5.45,18.45,613095.4,7736179.99,1011.16,1.32,0.08,60.0,0.19,1.85,0.066,8.83,0.11,1.67,IM,IR,IR,IR,IR
894,CPFDC14013          ,18.45,32.266,613090.67,7736178.8,998.67,0.913,0.071,66.753,0.12,1.159,0.034,1.249,0.069,0.981,HM,HM,HM,HM,HM
895,CPFDC14013          ,32.266,46.082,613085.8,7736177.57,985.79,0.679,0.08,65.953,0.127,1.478,0.069,0.937,0.065,1.187,HM,HM,HM,HM,HM
896,CPFDC14013          ,46.082,59.898,613080.94,7736176.34,972.92,0.986,0.084,65.441,0.166,2.666,0.056,1.046,0.098,1.409,HM,HM,HM,HM,HM
897,CPFDC14013          ,59.898,73.714,613076.07,7736175.11,960.05,1.053,0.121,64.794,0.109,2.247,0.063,1.011,0.085,1.431,HM,HM,HM,HM,HM
898,CPFDC14013          ,73.714,87.53,613071.2,7736173.88,947.18,1.148,0.172,64.805,0.155,1.962,0.058,1.284,0.082,1.402,HM,HM,HM,HM,HM
899,CPFDC14013          ,87.53,100.53,613066.47,7736172.69,934.69,2.37,0.35,59.7,0.59,2.62,0.143,3.0,0.17,2.58,IM,IR,IR,IR,HM
900,CPFDC14013          ,125.0,137.225,613053.4,7736169.38,900.15,1.742,0.08,35.106,0.868,2.198,0.081,42.009,0.112,2.485,IM,IM,IC,IG,IS
901,CPFDC14013          ,137.225,149.45,613049.09,7736168.29,888.76,1.503,0.069,29.325,0.542,2.009,0.08,50.256,0.095,2.372,IM,IM,IS,IS,IS
902,CPFD12001           ,39.19,52.19,612655.66,7735871.27,1218.22,2.86,0.01,60.0,0.14,0.5,0.111,6.52,0.08,4.54,IR,IR,IR,IR,HM
903,CPFD12001           ,52.19,65.19,612649.2,7735870.23,1206.98,2.67,0.01,49.9,0.05,0.41,0.107,20.9,0.05,3.92,IG,IG,IG,IG,IG
904,CPFD12001           ,65.19,78.19,612642.81,7735869.17,1195.71,0.71,0.01,48.1,0.05,0.47,0.104,26.6,0.03,3.79,IG,IS,IG,IG,IG
905,CPFD12001           ,78.19,88.8,612637.11,7735868.18,1185.43,0.59,0.01,49.2,0.05,1.27,0.113,23.9,0.03,3.71,IM,IM,IG,IG,IG
906,CPFD12001           ,97.26,107.33,612628.07,7735866.45,1169.03,0.539,0.03,41.682,0.05,0.448,0.066,35.846,0.02,2.652,IS,IS,IG,IG,IG
907,CPFD12001           ,107.33,117.4,612623.27,7735865.46,1160.23,0.41,0.02,39.1,0.05,0.13,0.033,42.4,0.04,1.48,IS,IS,IG,IS,IS
908,CPFD12001           ,152.2,164.87,612601.74,7735860.52,1119.69,0.64,0.01,40.1,0.12,0.02,0.014,41.2,0.05,0.45,IS,IS,IG,IS,IS
909,CPFD12001           ,164.87,177.54,612595.9,7735858.82,1108.58,0.499,0.01,43.837,0.099,0.024,0.014,35.287,0.054,0.404,IS,IS,IG,IS,IG
910,CPFD12001           ,177.54,190.21,612590.05,7735856.88,1097.51,0.671,0.01,43.183,0.086,0.025,0.016,36.274,0.066,0.653,IS,IS,IS,IS,IG
911,CPFD12001           ,200.65,214.61,612578.93,7735852.66,1076.95,0.62,0.01,67.797,0.12,0.03,0.019,1.672,0.065,0.605,HM,HM,IS,HM,HM
912,CPFD12001           ,214.61,226.38,612572.84,7735850.21,1065.88,0.62,0.01,52.1,0.18,0.01,0.012,25.2,0.09,0.23,IS,IS,IS,IG,IG
913,CPFD12001           ,226.38,238.15,612567.22,7735847.9,1055.81,1.211,0.01,36.429,0.117,0.064,0.026,44.632,0.171,0.893,IS,IS,IS,IS,IS
914,CPFD12001           ,254.35,273.8,612551.77,7735841.5,1028.75,1.385,0.01,29.107,0.07,0.483,0.042,53.995,0.15,1.531,IS,IS,IS,IS,IS
915,CPFD12001           ,288.25,307.5,612535.27,7735834.57,1000.07,0.836,0.02,24.704,0.271,1.821,0.057,58.903,0.066,2.283,IM,IM,IS,IS,IS
916,CPFD12001           ,307.5,319.767,612527.58,7735831.27,986.72,1.45,0.02,23.9,0.65,0.69,0.05,60.9,0.2,1.93,IS,IS,IS,IS,IS
917,CPFD12001           ,319.767,332.033,612521.55,7735828.68,976.36,0.679,0.011,32.832,0.18,0.21,0.041,49.993,0.078,1.45,IS,IS,IS,IS,IS
918,CPFD12001           ,332.033,344.3,612515.48,7735826.03,966.03,1.061,0.01,28.646,0.564,0.488,0.025,54.759,0.079,0.953,IS,IS,IS,IS,IS
919,CPFD12002           ,17.55,29.3,612970.0,7736164.38,1011.98,1.28,0.03,56.7,0.16,1.6,0.042,13.6,0.1,1.18,IM,IM,IR,IR,IR
920,CPFD12002           ,29.3,41.05,612964.48,7736163.42,1001.65,0.887,0.03,54.913,0.178,2.19,0.046,16.996,0.073,1.064,IM,IM,IR,IR,IG
921,CPFD12002           ,41.05,52.8,612958.98,7736162.49,991.31,3.245,0.054,54.217,0.429,4.536,0.108,9.43,0.255,3.76,IM,IM,IR,IR,IR
922,CPFD12002           ,52.8,64.55,612953.5,7736161.58,980.96,2.511,0.039,60.8,0.329,2.829,0.069,3.924,0.167,2.536,IM,IR,IR,IR,HM
923,CPFD12002           ,72.9,85.629,612943.92,7736159.98,962.8,1.979,0.034,61.178,0.294,0.853,0.042,6.812,0.15,1.514,IM,IR,IR,IR,IR
924,CPFD12002           ,85.629,98.357,612938.03,7736158.97,951.57,1.569,0.04,50.986,0.195,1.33,0.057,20.649,0.121,1.821,IM,IM,IR,IG,IG
925,CPFD12002           ,98.357,111.086,612932.19,7736157.96,940.3,3.552,0.03,35.489,1.462,3.485,0.136,34.27,0.213,4.044,IM,IM,IC,IM,IM
926,CPFD12002           ,111.086,123.814,612926.42,7736156.95,929.0,2.343,0.039,41.226,0.825,2.263,0.107,30.03,0.146,3.131,IM,IM,IR,IG,IM
927,CPFD12002           ,123.814,136.543,612920.67,7736155.93,917.69,1.578,0.031,35.352,0.398,1.398,0.068,44.391,0.104,1.771,IM,IM,IS,IG,IS
928,CPFD12002           ,136.543,149.271,612914.89,7736154.86,906.4,1.43,0.012,41.076,0.342,1.506,0.081,36.071,0.091,1.906,IM,IM,IR,IG,IG
929,CPFD12002           ,149.271,162.0,612909.05,7736153.77,895.14,1.06,0.01,52.23,0.229,1.032,0.046,21.887,0.09,1.285,IM,IM,IR,IG,IG
930,CPFD12002           ,171.87,182.66,612898.68,7736151.89,876.26,0.46,0.01,34.8,0.11,0.32,0.031,48.5,0.04,0.38,IM,IS,IS,IS,IS
931,CPFD12002           ,182.66,193.45,612893.27,7736150.86,866.98,0.627,0.01,32.653,0.15,0.9,0.051,50.965,0.048,0.929,IM,IS,IS,IS,IS
932,CPFD12002           ,196.51,209.83,612885.69,7736149.46,853.98,0.309,0.01,33.47,0.05,0.353,0.031,50.282,0.03,0.394,IS,IS,IS,IS,IS
933,CPFD12002           ,209.83,223.15,612878.93,7736148.12,842.58,0.296,0.01,35.713,0.081,0.417,0.033,46.444,0.025,0.196,IS,IS,IS,IS,IS
934,CPFD12002           ,223.15,233.4,612872.84,7736146.83,832.58,0.18,0.03,37.9,0.42,2.86,0.018,40.1,0.01,1.14,IM,IM,IM,IS,IS
935,CPFD12002           ,256.35,267.0,612854.97,7736142.67,804.66,0.29,0.02,30.9,0.16,0.95,0.047,52.2,0.03,1.31,IM,IS,IS,IS,IS
936,CPFD12002           ,299.62,314.745,612830.12,7736136.65,767.02,0.296,0.046,28.323,0.05,0.249,0.029,57.577,0.011,0.372,IS,IS,IS,IS,IS
937,CPFD12002           ,314.745,329.87,612821.68,7736134.7,754.62,0.204,0.014,31.523,0.05,0.12,0.02,54.56,0.014,0.346,IS,IS,IS,IS,IS
938,CPFD12002           ,331.5,349.0,612811.65,7736132.4,739.92,0.309,0.024,28.4,0.05,0.264,0.017,57.129,0.029,0.234,IS,IS,IS,IS,IS
939,CPFD12003           ,9.35,22.0,613886.11,7735966.0,1209.7,0.25,0.02,40.5,0.05,0.42,0.006,39.3,0.01,0.19,IS,IS,IS,IS,IS
940,CPFD12003           ,22.0,34.567,613879.61,7735964.42,1199.02,0.21,0.11,36.1,0.05,0.07,0.008,46.5,0.005,0.11,IS,IS,IS,IS,IS
941,CPFD12003           ,34.567,47.133,613873.02,7735962.83,1188.43,0.113,0.12,36.679,0.05,0.031,0.033,47.562,0.005,-0.064,IS,IS,IS,IS,IS
942,CPFD12003           ,47.133,59.7,613866.4,7735961.28,1177.86,0.166,0.548,33.721,0.236,0.104,0.041,50.114,0.005,0.526,IS,IS,IS,IS,IS
943,CPFD12003           ,59.7,72.995,613859.53,7735959.69,1167.03,0.161,6.368,25.644,3.908,0.248,0.047,43.042,0.005,9.295,IC,IC,IC,IC,IC
944,CPFD12003           ,72.995,86.29,613852.3,7735958.06,1155.99,0.221,4.57,31.787,2.959,0.142,0.074,40.624,0.006,6.526,IC,IC,IC,IC,IC
945,CPFD12003           ,86.29,99.585,613844.95,7735956.46,1145.03,0.233,5.498,27.606,3.501,0.173,0.064,43.087,0.028,7.972,IC,IC,IC,IC,IC
946,CPFD12003           ,99.585,112.88,613837.41,7735954.86,1134.19,0.134,4.21,33.025,2.454,0.09,0.044,38.84,0.006,5.97,IC,IC,IC,IS,IC
947,CPFD12003           ,112.88,126.175,613829.68,7735953.28,1123.49,0.157,11.866,29.812,5.063,0.202,0.065,24.513,0.02,14.927,IC,IC,IC,IC,IC
948,CPFD12003           ,126.175,139.47,613821.8,7735951.7,1112.9,0.05,14.824,27.539,8.152,0.277,0.063,15.783,0.02,20.759,IC,IC,IC,IC,IC
949,CPFD12003           ,139.47,152.765,613813.82,7735950.12,1102.38,0.067,11.374,33.419,1.486,0.144,0.065,27.992,0.018,10.484,IC,IC,IC,IC,IC
950,CPFD12003           ,152.765,166.06,613805.78,7735948.53,1091.91,0.508,14.281,44.266,1.32,0.156,0.099,8.306,0.068,12.086,IC,IC,IC,IC,IC
951,CPFD12003           ,166.06,179.355,613797.64,7735947.0,1081.52,0.336,15.223,41.734,2.457,0.18,0.053,7.035,0.042,14.385,IC,IC,IC,IC,IC
952,CPFD12003           ,179.355,192.65,613789.36,7735945.51,1071.23,1.68,12.178,42.993,5.55,0.227,0.077,3.431,0.119,14.957,IC,IC,IC,IC,IC
953,CPFD12003           ,216.5,230.467,613765.67,7735941.29,1042.49,0.151,15.749,31.489,10.314,0.336,0.052,4.494,0.005,23.758,IC,IC,IC,IC,IC
954,CPFD12003           ,230.467,244.433,613756.61,7735939.71,1031.98,0.145,19.405,28.685,10.638,0.41,0.062,1.659,0.005,26.982,IC,IC,IC,IC,IC
955,CPFD12003           ,244.433,258.4,613747.44,7735938.2,1021.55,0.08,16.252,27.113,9.456,0.37,0.039,11.708,0.005,23.22,IC,IC,IC,IC,IC
956,CPFD12003           ,258.4,272.367,613738.15,7735936.76,1011.22,0.144,11.472,32.337,7.622,0.307,0.048,17.635,0.014,17.208,IC,IC,IC,IC,IC
957,CPFD12003           ,272.367,286.333,613728.74,7735935.37,1001.0,0.131,7.078,28.506,4.476,0.161,0.046,36.967,0.02,10.338,IC,IC,IC,IC,IC
958,CPFD12003           ,286.333,300.3,613719.25,7735934.0,990.85,0.124,3.836,27.042,2.29,0.069,0.047,49.878,0.009,5.351,IC,IC,IC,IS,IC
959,CPFD12004           ,2.85,20.7,612829.95,7736637.15,1196.27,1.206,0.036,45.8,0.096,4.039,0.071,24.786,0.041,3.303,IM,IM,IM,IM,IM
960,CPFD12004           ,20.7,30.65,612823.3,7736635.35,1184.2,1.65,0.05,31.9,0.05,0.5,0.043,49.7,0.04,2.47,IS,IS,IM,IS,IS
961,CPFD12004           ,30.65,41.575,612818.26,7736633.78,1175.19,0.399,0.101,29.126,0.051,0.349,0.047,54.47,0.005,2.036,IS,IS,IS,IS,IS
962,CPFD12004           ,41.575,52.5,612813.0,7736632.04,1165.78,0.24,0.22,32.9,0.23,0.24,0.052,50.1,0.05,1.53,IS,IS,IS,IS,IS
963,CPFD12004           ,54.0,67.0,612806.57,7736629.81,1154.16,0.2,0.04,32.2,0.05,0.05,0.022,51.5,0.005,1.34,IS,IS,IS,IS,IS
964,CPFD12004           ,67.0,79.3,612800.63,7736627.67,1143.2,0.25,0.02,37.115,0.053,0.118,0.024,46.449,0.006,0.639,IS,IS,IS,IS,IS
965,CPFD12004           ,79.3,91.6,612794.92,7736625.59,1132.51,0.653,0.03,37.593,0.176,0.438,0.043,44.54,0.052,1.386,IS,IS,IS,IS,IS
966,CPFD12004           ,91.6,103.9,612789.29,7736623.46,1121.78,0.152,0.03,34.437,0.061,0.086,0.021,48.639,0.096,0.664,IS,IS,IS,IS,IS
967,CPFD12004           ,103.9,116.2,612783.73,7736621.3,1111.02,0.19,0.03,35.3,0.31,0.23,0.023,47.2,0.005,0.53,IS,IS,IS,IS,IS
968,CPFD12004           ,116.2,128.775,612778.19,7736619.15,1100.1,0.15,0.02,35.3,0.36,0.1,0.013,48.0,0.02,0.59,IS,IS,IS,IS,IS
969,CPFD12004           ,128.775,141.35,612772.61,7736616.99,1089.04,0.13,0.02,33.925,0.262,0.1,0.009,49.866,0.005,0.384,IS,IS,IS,IS,IS
970,CPFD12004           ,141.35,152.55,612767.31,7736614.94,1078.6,0.2,0.01,36.1,0.05,0.14,0.015,47.7,0.005,0.29,IS,IS,IS,IS,IS
971,CPFD12004           ,152.55,163.9,612762.3,7736612.99,1068.69,0.18,0.01,30.0,0.05,0.14,0.018,56.8,0.005,0.35,IS,IS,IS,IS,IS
972,CPFD12004           ,163.9,174.9,612757.27,7736611.07,1058.89,0.26,0.01,32.0,0.05,0.18,0.016,53.4,0.02,0.25,IS,IS,IS,IS,IS
973,CPFD12004           ,174.9,185.9,612752.28,7736609.15,1049.28,0.131,0.03,33.387,0.05,0.537,0.021,50.526,0.005,0.696,IS,IS,IS,IS,IS
974,CPFD12004           ,185.9,197.115,612747.27,7736607.24,1039.55,0.13,0.03,33.5,0.05,0.09,0.017,49.4,0.01,0.59,IS,IS,IS,IS,IS
975,CPFD12004           ,197.115,208.33,612742.21,7736605.35,1029.72,0.172,0.022,35.938,0.05,0.233,0.017,46.205,0.027,0.565,IS,IS,IS,IS,IS
976,CPFD12004           ,211.71,224.141,612735.27,7736602.8,1016.44,1.36,0.03,30.2,0.45,2.01,0.051,48.6,0.05,2.43,IM,IM,IM,IS,IS
977,CPFD12004           ,224.141,236.573,612729.47,7736600.69,1005.65,0.654,0.097,30.105,0.937,1.609,0.032,49.745,0.031,1.705,IM,IM,IM,IS,IS
978,CPFD12004           ,236.573,249.004,612723.66,7736598.55,994.87,0.856,0.055,33.007,0.279,3.389,0.05,42.623,0.021,2.624,IM,IM,IM,IS,IM
979,CPFD12004           ,249.004,261.435,612717.85,7736596.36,984.1,2.26,0.067,33.818,0.072,1.629,0.038,45.092,0.072,2.202,IM,IM,IM,IG,IS
980,CPFD12004           ,261.435,273.866,612711.99,7736594.12,973.37,1.236,0.061,34.415,0.144,3.113,0.072,41.482,0.054,3.261,IM,IM,IM,IG,IM
981,CPFD12004           ,273.866,286.298,612706.04,7736591.82,962.7,0.846,0.038,33.847,0.125,2.763,0.057,43.371,0.029,2.844,IM,IM,IM,IS,IS
982,CPFD12004           ,286.298,298.729,612700.63,7736589.63,951.77,1.229,0.039,31.367,0.134,1.949,0.074,47.844,0.057,2.534,IM,IM,IM,IS,IS
983,CPFD12004           ,298.729,311.16,612696.26,7736587.8,940.33,1.431,0.045,30.606,0.065,1.498,0.053,49.937,0.065,1.785,IM,IM,IM,IS,IS
984,CPFD12005           ,1.2,14.275,612909.59,7735748.39,1196.27,0.247,0.022,42.36,0.075,0.038,0.06,36.431,0.012,2.308,IS,IS,IG,IS,IG
985,CPFD12005           ,14.275,27.35,612905.2,7735748.37,1183.96,0.282,0.026,42.56,0.086,0.046,0.069,36.693,0.016,2.297,IS,IS,IG,IS,IG
986,CPFD12005           ,27.35,38.85,612901.08,7735748.31,1172.38,0.13,0.01,40.9,0.05,0.02,0.073,34.4,0.005,5.14,IG,IS,IG,IG,IG
987,CPFD12005           ,38.85,51.586,612897.0,7735748.17,1160.97,0.61,0.02,41.7,0.05,0.04,0.087,34.2,0.01,4.31,IG,IS,IG,IG,IG
988,CPFD12005           ,51.586,64.321,612892.62,7735747.93,1149.02,1.178,0.005,42.288,0.05,0.069,0.107,32.437,0.049,3.899,IG,IG,IG,IG,IG
989,CPFD12005           ,64.321,77.057,612888.11,7735747.64,1137.11,1.343,0.005,41.054,0.05,0.032,0.099,35.563,0.04,3.967,IG,IG,IG,IG,IG
990,CPFD12005           ,77.057,89.793,612883.55,7735747.31,1125.23,1.106,0.005,40.906,0.05,0.058,0.115,37.482,0.049,4.223,IG,IG,IG,IG,IG
991,CPFD12005           ,89.793,102.529,612878.98,7735746.87,1113.35,1.622,0.01,38.424,0.05,0.06,0.133,37.233,0.068,4.818,IG,IG,IG,IG,IG
992,CPFD12005           ,102.529,115.264,612874.36,7735746.33,1101.49,0.854,0.006,30.134,0.05,0.212,0.087,52.884,0.043,3.4,IG,IS,IG,IS,IS
993,CPFD12005           ,115.264,128.0,612869.65,7735745.78,1089.67,0.681,0.005,32.439,0.05,0.125,0.1,48.572,0.031,4.088,IG,IS,IG,IS,IG
994,CPFD12005           ,132.11,147.34,612862.73,7735745.04,1072.97,0.662,0.018,40.761,0.116,0.044,0.131,35.013,0.02,6.039,IG,IS,IG,IG,IG
995,CPFD12005           ,147.34,162.57,612856.75,7735744.43,1058.98,0.569,0.011,35.784,0.107,0.074,0.1,44.779,0.02,3.967,IG,IS,IS,IS,IG
996,CPFD12005           ,162.57,175.391,612851.15,7735743.82,1046.13,0.39,0.03,38.0,0.05,0.1,0.077,42.7,0.02,2.53,IS,IS,IS,IS,IS
997,CPFD12005           ,175.391,188.212,612845.9,7735743.23,1034.45,0.304,0.027,40.33,0.05,0.065,0.039,41.136,0.02,1.131,IS,IS,IS,IS,IS
998,CPFD12005           ,188.212,201.033,612840.61,7735742.55,1022.79,0.455,0.02,39.935,0.05,0.194,0.043,40.88,0.014,1.462,IS,IS,IS,IS,IS
999,CPFD12005           ,201.033,213.854,612835.29,7735741.8,1011.15,0.482,0.02,34.056,0.05,0.188,0.047,48.959,0.016,1.53,IS,IS,IS,IS,IS
1000,CPFD12005           ,213.854,226.675,612829.95,7735740.99,999.52,0.326,0.032,33.299,0.05,0.076,0.031,51.28,0.014,0.913,IS,IS,IS,IS,IS
1001,CPFD12005           ,226.675,239.495,612824.63,7735740.12,987.89,0.271,0.02,35.22,0.05,0.034,0.025,48.511,0.01,0.701,IS,IS,IS,IS,IS
1002,CPFD12005           ,239.495,252.316,612819.31,7735739.18,976.26,0.374,0.019,34.36,0.101,0.087,0.021,50.309,0.016,0.633,IS,IS,IS,IS,IS
1003,CPFD12005           ,252.316,265.137,612813.94,7735738.18,964.67,0.447,0.016,40.861,0.146,0.097,0.021,40.853,0.026,0.605,IS,IS,IS,IS,IS
1004,CPFD12005           ,265.137,277.958,612808.99,7735737.24,952.89,0.324,0.024,39.548,0.155,0.054,0.016,42.063,0.019,0.396,IS,IS,IS,IS,IS
1005,CPFD12005           ,277.958,290.779,612804.9,7735736.47,940.77,0.252,0.021,37.594,0.171,0.045,0.017,45.061,0.01,0.317,IS,IS,IS,IS,IS
1006,CPFD12005           ,290.779,303.6,612801.27,7735735.8,928.49,0.383,0.023,35.937,0.185,0.055,0.026,48.097,0.015,0.559,IS,IS,IS,IS,IS
1007,CPFD12006           ,4.11,19.555,613271.3,7736109.55,1028.83,3.078,0.263,59.857,0.394,3.145,0.058,3.313,0.206,2.973,IM,IR,IR,IR,HM
1008,CPFD12006           ,19.555,35.0,613263.0,7736107.27,1016.01,5.804,0.237,56.244,0.571,1.877,0.101,6.753,0.488,3.652,IM,IM,IR,IR,IR
1009,CPFD12006           ,35.0,47.56,613255.46,7736105.2,1004.39,2.07,0.28,64.0,0.42,0.83,0.075,3.39,0.21,1.36,HM,HM,HM,HM,HM
1010,CPFD12006           ,51.05,64.117,613246.69,7736102.79,990.86,3.114,0.272,59.314,1.439,1.361,0.082,5.819,0.258,2.314,IM,IR,IR,IR,HM
1011,CPFD12006           ,64.117,77.183,613239.66,7736100.86,980.02,7.015,0.305,52.343,0.711,1.951,0.14,8.306,0.574,4.561,IM,IM,IR,IR,IR
1012,CPFD12006           ,77.183,90.25,613232.63,7736098.93,969.17,9.642,0.355,47.41,1.04,2.326,0.156,11.51,0.702,5.802,IM,IM,IR,IM,IM
1013,CPFD13001           ,74.95,86.72,614052.09,7736158.58,1192.73,0.493,0.068,36.005,0.585,0.212,0.027,46.295,0.086,0.665,IS,IS,IS,IS,IS
1014,CPFD13001           ,86.72,98.49,614048.46,7736157.82,1181.56,0.254,0.045,36.878,1.235,0.267,0.018,45.146,0.031,0.43,IS,IS,IS,IS,IS
1015,CPFD13001           ,101.0,114.83,614043.58,7736156.78,1167.09,0.192,0.039,32.752,0.05,0.332,0.021,50.202,0.019,0.399,IS,IS,IS,IS,IS
1016,CPFD13001           ,114.83,128.66,614039.0,7736155.81,1154.07,0.186,0.578,36.478,0.31,0.376,0.033,45.605,0.016,0.861,IS,IS,IS,IS,IS
1017,CPFD13001           ,128.66,141.165,614034.54,7736154.9,1141.71,0.38,0.03,36.9,0.05,0.41,0.021,46.2,0.02,0.5,IS,IS,IS,IS,IS
1018,CPFD13001           ,141.165,153.67,614030.15,7736154.01,1130.04,0.37,0.03,39.973,0.29,0.535,0.016,39.861,0.02,0.606,IS,IS,IC,IS,IS
1019,CPFD13001           ,163.85,174.65,614022.34,7736152.34,1109.72,0.15,2.723,34.419,1.83,0.328,0.021,41.304,0.006,4.297,IC,IC,IC,IS,IC
1020,CPFD13001           ,174.65,185.45,614018.44,7736151.49,1099.69,0.15,7.7,25.5,4.92,0.28,0.036,37.8,0.01,11.83,IC,IC,IC,IC,IC
1021,CPFD13001           ,194.0,204.15,614011.54,7736150.01,1082.02,0.42,0.04,36.0,0.22,0.7,0.022,46.1,0.03,0.53,IM,IS,IC,IS,IS
1022,CPFD13001           ,204.15,217.535,614007.27,7736149.09,1071.09,0.05,0.231,37.626,0.143,0.218,0.015,44.031,0.02,0.272,IS,IS,IC,IS,IS
1023,CPFD13001           ,217.535,230.92,614002.44,7736148.06,1058.65,0.05,0.238,38.477,1.291,0.482,0.021,41.884,0.029,0.956,IS,IS,IC,IS,IS
1024,CPFD13001           ,230.92,244.305,613997.74,7736147.05,1046.16,0.05,0.048,38.117,1.52,0.347,0.022,44.978,0.01,0.241,IS,IS,IC,IS,IS
1025,CPFD13001           ,244.305,257.69,613993.01,7736146.03,1033.68,0.05,0.03,38.358,0.36,0.305,0.019,45.466,0.012,0.297,IS,IS,IC,IS,IS
1026,CPFD13001           ,257.69,271.075,613988.21,7736144.97,1021.23,0.073,0.03,38.929,0.324,0.207,0.017,43.015,0.03,-0.197,IS,IS,IC,IS,IS
1027,CPFD13001           ,271.075,284.46,613983.43,7736143.87,1008.78,0.182,0.033,39.665,0.1,0.303,0.016,43.631,0.027,-0.278,IS,IS,IC,IS,IS
1028,CPFD13001           ,284.46,297.845,613978.67,7736142.7,996.32,0.05,0.048,39.54,0.08,0.286,0.015,43.34,0.014,-0.418,IS,IS,IC,IS,IS
1029,CPFD13001           ,297.845,311.23,613973.83,7736141.46,983.9,0.096,0.04,40.091,0.182,0.345,0.022,42.695,0.025,0.07,IS,IS,IC,IS,IS
1030,CPFD13001           ,311.23,324.615,613968.94,7736140.16,971.51,0.198,0.04,40.106,0.102,0.283,0.027,41.32,0.01,1.145,IS,IS,IC,IS,IS
1031,CPFD13001           ,324.615,338.0,613964.05,7736138.84,959.12,0.2,0.034,38.771,0.087,0.187,0.039,41.607,0.022,1.41,IS,IS,IC,IS,IS
