,ln+_line_number_(readonly)+,rn+_relative_number_(readonly)+,xb+_begin_of_sample,yb+_begin_of_sample,zb+_begin_of_sample,xe+_end_of_sample,ye+_end_of_sample,ze+_end_of_sample,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,re_gt63c,ibs,hba,ibg,ibr,ibm,hcp,ics,icr,icg,icm,icc,cp,sn,eng,lito,soma,lito_eval,evaluation
5780,730,5,614399.33,7736592.56,1426.07,614396.5,7736595.56,1414.28,EGFD14023           ,47.666,60.154,614397.91,7736594.06,1420.18,2.117,0.02,44.3,0.064,0.12,0.053,33.022,0.01,1.426,6.925,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5781,730,6,614396.5,7736595.56,1414.28,614393.66,7736598.55,1402.49,EGFD14023           ,60.154,72.643,614395.08,7736597.05,1408.39,2.677,0.02,42.814,0.05,0.118,0.084,33.042,0.005,2.633,15.925,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IG,False
5782,730,7,614393.66,7736598.55,1402.49,614390.83,7736601.55,1390.71,EGFD14023           ,72.643,85.131,614392.24,7736600.05,1396.6,1.324,0.02,44.589,0.074,0.158,0.036,32.992,0.005,1.104,15.185,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5783,730,8,614390.83,7736601.55,1390.71,614387.99,7736604.54,1378.92,EGFD14023           ,85.131,97.62,614389.41,7736603.04,1384.81,0.789,0.014,42.252,0.134,0.146,0.023,36.633,0.005,0.418,23.921,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5784,730,9,614387.99,7736604.54,1378.92,614384.57,7736608.15,1364.69,EGFD14023           ,97.62,112.69,614386.28,7736606.35,1371.8,0.153,0.017,36.934,0.573,0.13,0.015,45.736,0.005,0.408,43.279,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5785,730,10,614384.57,7736608.15,1364.69,614382.05,7736610.82,1354.2,EGFD14023           ,112.69,123.805,614383.31,7736609.49,1359.45,0.387,0.02,39.67,0.632,0.152,0.022,40.67,0.008,0.422,25.055,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5786,730,11,614382.05,7736610.82,1354.2,614379.53,7736613.48,1343.71,EGFD14023           ,123.805,134.92,614380.79,7736612.15,1348.95,0.165,0.02,37.359,0.248,0.146,0.016,45.693,0.005,0.036,39.395,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5787,731,3,614329.26,7737218.01,1307.43,614326.51,7737221.5,1294.71,EGFD14024           ,23.95,37.42,614327.88,7737219.75,1301.07,5.213,0.01,58.638,0.05,0.037,0.091,4.171,0.227,6.15,30.48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,IG,1,IR,False
5788,731,4,614326.51,7737221.5,1294.71,614323.85,7737225.04,1281.99,EGFD14024           ,37.42,50.89,614325.18,7737223.27,1288.35,4.129,0.01,58.973,0.05,0.025,0.168,3.7,0.221,7.532,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,IG,1,IR,False
5789,731,5,614323.85,7737225.04,1281.99,614321.25,7737228.57,1269.26,EGFD14024           ,50.89,64.36,614322.55,7737226.8,1275.62,3.271,0.01,61.118,0.05,0.063,0.086,2.985,0.095,5.802,16.868,0,0,1,0,0,0,0,0,0,0,0,0,0,1,IG,1,IR,False
5790,731,6,614321.25,7737228.57,1269.26,614318.71,7737232.01,1256.48,EGFD14024           ,64.36,77.83,614319.98,7737230.29,1262.87,3.189,0.013,59.037,0.064,0.211,0.056,5.673,0.047,6.274,11.234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,IG,1,IR,False
5791,731,7,614318.71,7737232.01,1256.48,614316.22,7737235.4,1243.69,EGFD14024           ,77.83,91.3,614317.47,7737233.71,1250.08,1.682,0.02,52.38,0.073,2.051,0.071,15.738,0.04,5.708,12.137,0,0,1,0,0,0,0,0,0,0,0,0,0,1,IG,1,IM,False
5792,731,11,614309.87,7737244.09,1210.32,614308.08,7737246.57,1200.67,EGFD14024           ,126.36,136.48,614308.98,7737245.33,1205.5,6.212,0.05,30.685,0.21,4.838,0.045,38.187,0.339,5.329,27.45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,IM,1,IM,True
5793,731,12,614308.08,7737246.57,1200.67,614306.31,7737249.04,1191.02,EGFD14024           ,136.48,146.6,614307.19,7737247.8,1195.85,3.784,0.05,28.945,0.17,4.837,0.053,43.832,0.2,4.217,23.882,0,0,0,0,1,0,0,0,0,0,0,0,0,1,IM,1,IM,True
5794,731,13,614306.31,7737249.04,1191.02,614304.48,7737251.66,1180.72,EGFD14024           ,146.6,157.385,614305.39,7737250.35,1185.87,0.397,0.01,68.354,0.05,0.039,0.004,2.576,0.011,0.209,17.011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,HM,1,HM,True
5795,731,14,614304.48,7737251.66,1180.72,614302.71,7737254.25,1170.4,EGFD14024           ,157.385,168.17,614303.59,7737252.96,1175.56,0.979,0.015,65.643,0.05,0.176,0.01,4.33,0.02,0.808,10.818,0,1,0,0,0,0,0,0,0,0,0,0,0,1,HM,1,HM,True
5796,732,1,613955.92,7736452.3,1309.01,613955.61,7736452.49,1294.29,EGFD14025           ,0.0,14.723,613955.76,7736452.39,1301.65,1.377,0.04,51.66,0.117,1.907,0.052,20.443,0.022,1.45,15.397,0,0,0,0,1,0,0,0,0,0,0,0,0,1,IM,1,IM,True
5797,732,2,613955.61,7736452.49,1294.29,613955.3,7736452.68,1279.57,EGFD14025           ,14.723,29.447,613955.46,7736452.59,1286.93,1.019,0.04,44.294,0.149,1.143,0.063,32.407,0.015,1.818,10.775,0,0,0,0,1,0,0,0,0,0,0,0,0,1,IM,1,IM,True
5798,732,3,613955.3,7736452.68,1279.57,613955.0,7736452.87,1264.85,EGFD14025           ,29.447,44.17,613955.15,7736452.78,1272.21,1.497,0.046,36.236,0.111,2.56,0.068,38.651,0.065,3.314,28.074,0,0,0,0,1,0,0,0,0,0,0,0,0,1,IM,1,IM,True
5799,733,4,614145.95,7737112.9,1280.2,614143.39,7737115.8,1270.98,EGFD14026           ,33.5,43.5,614144.67,7737114.34,1275.59,3.89,0.02,60.9,0.05,0.04,0.077,4.01,0.14,5.06,43.64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,IG,1,IR,False
5800,733,5,614143.39,7737115.8,1270.98,614139.62,7737120.31,1257.18,EGFD14026           ,43.5,58.5,614141.5,7737118.06,1264.08,1.397,0.02,63.5,0.05,0.063,0.028,4.89,0.037,2.727,43.347,0,0,0,1,0,0,0,0,0,0,0,0,0,1,IR,1,IR,True
5801,733,6,614139.62,7737120.31,1257.18,614135.93,7737124.87,1243.37,EGFD14026           ,58.5,73.5,614137.77,7737122.59,1250.27,1.35,0.02,63.1,0.05,0.083,0.06,4.81,0.023,4.36,48.54,0,0,0,1,0,0,0,0,0,0,0,0,0,1,IR,1,IR,True
5802,734,1,613892.83,7736668.34,1291.88,613892.19,7736667.81,1273.3,EGFD14027           ,17.2,35.8,613892.51,7736668.07,1282.59,0.749,0.012,39.996,0.087,0.312,0.029,40.844,0.012,1.055,21.537,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5803,735,1,614088.36,7736904.09,1325.45,614082.45,7736901.94,1314.78,NAMEN-FSD-08-001    ,0.0,12.386,614085.4,7736903.02,1320.12,0.775,0.03,52.308,0.098,0.06,0.037,23.465,0.03,0.968,8.031,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5804,735,4,614070.23,7736897.4,1293.72,614063.99,7736895.22,1283.24,NAMEN-FSD-08-001    ,37.157,49.543,614067.11,7736896.31,1288.48,0.229,0.008,38.845,0.02,0.105,0.025,43.312,0.008,0.784,34.273,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5805,735,5,614063.99,7736895.22,1283.24,614057.63,7736893.12,1272.83,NAMEN-FSD-08-001    ,49.543,61.929,614060.81,7736894.17,1278.04,0.368,0.005,37.112,0.041,0.037,0.027,46.414,0.01,0.374,48.945,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5806,735,6,614057.63,7736893.12,1272.83,614051.15,7736891.04,1262.48,NAMEN-FSD-08-001    ,61.929,74.314,614054.39,7736892.08,1267.66,0.548,0.005,37.447,0.085,0.064,0.034,45.51,0.014,0.565,38.008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5807,735,7,614051.15,7736891.04,1262.48,614044.54,7736888.95,1252.21,NAMEN-FSD-08-001    ,74.314,86.7,614047.85,7736889.99,1257.35,0.354,0.005,36.442,0.071,0.115,0.04,46.689,0.014,0.711,23.511,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5808,735,11,614026.61,7736883.48,1226.23,614018.47,7736881.14,1216.52,NAMEN-FSD-08-001    ,118.75,131.625,614022.44,7736882.31,1221.44,2.711,0.082,29.796,0.11,3.664,0.127,45.378,0.2,2.984,11.429,0,0,0,0,1,0,0,0,0,0,0,0,0,1,IM,1,IM,True
5809,735,12,614018.47,7736881.14,1216.52,614010.44,7736878.58,1206.78,NAMEN-FSD-08-001    ,131.625,144.5,614014.46,7736879.86,1211.65,1.704,0.012,30.502,0.016,1.317,0.061,50.572,0.09,1.546,9.355,0,0,0,0,1,0,0,0,0,0,0,0,0,1,IM,1,IM,True
5810,736,1,614517.5,7737096.61,1341.02,614517.5,7737096.62,1329.18,NAMEN-FSD-08-002    ,0.0,11.838,614517.5,7737096.61,1335.1,0.639,0.005,49.366,0.035,0.209,0.057,26.511,0.018,1.684,19.585,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5811,736,2,614517.5,7737096.62,1329.18,614517.51,7737096.69,1317.35,NAMEN-FSD-08-002    ,11.838,23.675,614517.51,7737096.66,1323.26,0.369,0.005,46.207,0.008,0.04,0.038,32.423,0.013,1.084,17.296,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5812,736,5,614517.49,7737097.1,1293.67,614517.54,7737097.39,1281.68,NAMEN-FSD-08-002    ,47.35,59.35,614517.52,7737097.24,1287.68,0.167,0.009,37.9,0.006,0.018,0.03,44.185,0.009,1.688,68.93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5813,736,6,614517.54,7737097.39,1281.68,614517.72,7737097.71,1269.68,NAMEN-FSD-08-002    ,59.35,71.35,614517.63,7737097.55,1275.68,0.23,0.005,35.757,0.008,0.013,0.045,47.2,0.007,1.627,67.303,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5814,736,7,614517.72,7737097.71,1269.68,614517.97,7737098.04,1257.69,NAMEN-FSD-08-002    ,71.35,83.35,614517.84,7737097.87,1263.69,0.315,0.005,33.395,0.005,0.013,0.045,50.64,0.01,1.09,71.655,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5815,736,8,614517.97,7737098.04,1257.69,614518.28,7737098.43,1245.7,NAMEN-FSD-08-002    ,83.35,95.35,614518.12,7737098.24,1251.7,0.247,0.005,34.14,0.005,0.008,0.04,50.18,0.007,0.953,75.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5816,736,9,614518.28,7737098.43,1245.7,614518.68,7737098.89,1233.72,NAMEN-FSD-08-002    ,95.35,107.35,614518.48,7737098.66,1239.71,0.375,0.005,35.55,0.005,0.006,0.036,47.412,0.009,1.233,61.837,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5817,736,10,614518.68,7737098.89,1233.72,614519.05,7737099.29,1223.73,NAMEN-FSD-08-002    ,107.35,117.35,614518.87,7737099.09,1228.72,0.42,0.005,35.03,0.01,0.02,0.034,47.95,0.01,1.49,48.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5818,736,11,614519.05,7737099.29,1223.73,614519.4,7737099.72,1213.75,NAMEN-FSD-08-002    ,117.35,127.35,614519.23,7737099.51,1218.74,0.39,0.005,35.52,0.01,0.05,0.023,47.99,0.02,1.24,54.81,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5819,736,12,614519.4,7737099.72,1213.75,614519.76,7737100.17,1203.76,NAMEN-FSD-08-002    ,127.35,137.35,614519.58,7737099.94,1208.75,0.31,0.01,35.55,0.005,0.04,0.035,47.65,0.005,1.49,41.77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5820,736,13,614519.76,7737100.17,1203.76,614520.14,7737100.57,1193.78,NAMEN-FSD-08-002    ,137.35,147.35,614519.95,7737100.37,1198.77,0.21,0.02,35.98,0.005,0.05,0.024,45.59,0.01,2.0,79.02,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5821,737,1,614698.98,7737064.83,1359.79,614698.99,7737064.87,1347.8,NAMEN-FSD-08-003    ,0.0,11.99,614698.99,7737064.85,1353.8,0.962,0.005,48.994,0.005,0.267,0.028,26.64,0.02,1.722,5.854,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5822,737,2,614698.99,7737064.87,1347.8,614699.01,7737064.87,1335.81,NAMEN-FSD-08-003    ,11.99,23.98,614699.0,7737064.87,1341.81,1.003,0.005,43.319,0.005,0.15,0.04,34.927,0.023,1.63,8.73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5823,737,3,614699.01,7737064.87,1335.81,614699.02,7737064.88,1323.82,NAMEN-FSD-08-003    ,23.98,35.97,614699.02,7737064.88,1329.82,1.081,0.005,41.009,0.005,0.24,0.047,37.883,0.02,1.705,17.073,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5824,737,4,614699.02,7737064.88,1323.82,614698.99,7737064.97,1311.83,NAMEN-FSD-08-003    ,35.97,47.96,614699.01,7737064.92,1317.83,0.631,0.005,40.631,0.005,0.123,0.045,39.152,0.01,1.687,29.543,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5825,737,5,614698.99,7737064.97,1311.83,614698.86,7737065.12,1299.84,NAMEN-FSD-08-003    ,47.96,59.95,614698.93,7737065.04,1305.84,0.533,0.005,40.922,0.005,0.12,0.038,39.547,0.018,1.142,25.489,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5826,737,6,614698.86,7737065.12,1299.84,614698.49,7737065.39,1282.65,NAMEN-FSD-08-003    ,59.95,77.15,614698.67,7737065.26,1291.25,0.2,0.005,40.96,0.005,0.06,0.025,40.29,0.005,1.44,64.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5827,737,7,614698.49,7737065.39,1282.65,614698.17,7737065.62,1268.8,NAMEN-FSD-08-003    ,77.15,91.0,614698.33,7737065.51,1275.73,0.438,0.005,40.143,0.005,0.05,0.051,40.776,0.015,1.372,23.679,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5828,737,8,614698.17,7737065.62,1268.8,614697.82,7737065.92,1253.56,NAMEN-FSD-08-003    ,91.0,106.25,614698.0,7737065.77,1261.18,0.247,0.005,39.465,0.005,0.096,0.032,42.344,0.01,0.781,58.002,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5829,737,9,614697.82,7737065.92,1253.56,614697.44,7737066.26,1238.32,NAMEN-FSD-08-003    ,106.25,121.5,614697.63,7737066.09,1245.94,0.246,0.005,38.322,0.005,0.043,0.026,44.664,0.007,0.641,66.987,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5830,737,11,614697.2,7737066.42,1228.82,614696.88,7737066.6,1218.33,NAMEN-FSD-08-003    ,131.0,141.5,614697.04,7737066.51,1223.58,0.23,0.005,36.36,0.005,0.03,0.02,47.54,0.005,0.84,59.08,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5831,738,1,614810.06,7736683.93,1357.55,614806.71,7736687.82,1348.96,NAMEN-FSD-08-004    ,0.0,10.0,614808.38,7736685.88,1353.26,0.7,0.02,40.68,0.02,0.05,0.027,40.37,0.02,0.63,18.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5832,738,2,614806.71,7736687.82,1348.96,614801.87,7736693.05,1337.79,NAMEN-FSD-08-004    ,10.0,23.25,614804.27,7736690.44,1343.39,0.596,0.01,38.485,0.042,0.14,0.024,43.931,0.009,0.852,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5833,738,3,614801.87,7736693.05,1337.79,614796.67,7736698.46,1326.87,NAMEN-FSD-08-004    ,23.25,36.5,614799.27,7736695.75,1332.33,0.676,0.015,39.021,0.07,0.109,0.021,43.094,0.008,0.589,48.48,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5834,738,4,614796.67,7736698.46,1326.87,614791.23,7736703.98,1316.13,NAMEN-FSD-08-004    ,36.5,49.75,614793.95,7736701.22,1321.5,0.289,0.02,37.368,0.052,0.065,0.018,52.405,0.01,0.21,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5835,738,6,614787.38,7736707.8,1309.0,614781.62,7736713.26,1299.21,NAMEN-FSD-08-004    ,58.7,71.308,614784.5,7736710.53,1304.1,0.257,0.008,36.019,0.01,0.068,0.024,47.887,0.01,0.477,57.998,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5836,738,7,614781.62,7736713.26,1299.21,614775.61,7736718.83,1289.63,NAMEN-FSD-08-004    ,71.308,83.917,614778.61,7736716.04,1294.42,0.353,0.041,36.365,0.026,0.125,0.029,47.033,0.01,0.605,73.745,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5837,738,8,614775.61,7736718.83,1289.63,614769.42,7736724.59,1280.27,NAMEN-FSD-08-004    ,83.917,96.525,614772.52,7736721.71,1284.95,0.537,0.045,36.875,0.026,0.11,0.032,46.154,0.016,0.814,70.987,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5838,738,9,614769.42,7736724.59,1280.27,614763.12,7736730.57,1271.13,NAMEN-FSD-08-004    ,96.525,109.133,614766.27,7736727.58,1275.7,0.554,0.009,37.607,0.009,0.056,0.039,44.822,0.012,0.974,69.621,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5839,738,10,614763.12,7736730.57,1271.13,614756.74,7736736.81,1262.23,NAMEN-FSD-08-004    ,109.133,121.742,614759.93,7736733.69,1266.68,0.913,0.005,36.685,0.005,0.109,0.042,45.43,0.01,1.143,65.966,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5840,738,11,614756.74,7736736.81,1262.23,614750.22,7736743.2,1253.53,NAMEN-FSD-08-004    ,121.742,134.35,614753.48,7736740.0,1257.88,0.564,0.016,36.165,0.005,0.142,0.031,46.566,0.008,0.93,80.437,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5841,739,2,614897.45,7736829.11,1366.87,614890.7,7736831.6,1354.86,NAMEN-FSD-08-005    ,14.0,28.0,614894.07,7736830.35,1360.86,0.493,0.005,45.477,0.005,0.276,0.062,31.894,0.005,2.123,31.154,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5842,739,3,614890.7,7736831.6,1354.86,614883.74,7736834.31,1343.02,NAMEN-FSD-08-005    ,28.0,42.0,614887.22,7736832.96,1348.94,0.843,0.009,49.463,0.03,0.104,0.04,26.161,0.016,1.976,17.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5843,739,4,614883.74,7736834.31,1343.02,614876.42,7736837.22,1331.44,NAMEN-FSD-08-005    ,42.0,56.0,614880.08,7736835.76,1337.23,0.721,0.005,45.606,0.011,0.076,0.034,33.197,0.005,0.876,14.009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5844,739,5,614876.42,7736837.22,1331.44,614868.75,7736840.16,1320.11,NAMEN-FSD-08-005    ,56.0,70.0,614872.59,7736838.69,1325.77,0.596,0.005,42.419,0.009,0.084,0.034,37.683,0.009,0.844,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5845,739,6,614868.75,7736840.16,1320.11,614862.87,7736842.18,1312.27,NAMEN-FSD-08-005    ,70.0,80.0,614865.81,7736841.17,1316.19,0.68,0.005,38.72,0.005,0.25,0.028,42.92,0.005,1.06,65.37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5846,739,7,614862.87,7736842.18,1312.27,614856.81,7736844.22,1304.58,NAMEN-FSD-08-005    ,80.0,90.0,614859.85,7736843.2,1308.42,0.34,0.02,39.43,0.005,0.2,0.019,42.14,0.01,0.65,48.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5847,739,8,614856.81,7736844.22,1304.58,614847.25,7736847.15,1293.41,NAMEN-FSD-08-005    ,90.0,105.0,614852.03,7736845.69,1298.99,0.347,0.01,37.927,0.005,0.083,0.028,44.633,0.007,0.94,85.487,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5848,739,9,614847.25,7736847.15,1293.41,614837.37,7736849.98,1282.47,NAMEN-FSD-08-005    ,105.0,120.0,614842.31,7736848.57,1287.94,0.16,0.02,34.56,0.005,0.123,0.027,49.44,0.01,0.88,86.573,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5849,739,10,614837.37,7736849.98,1282.47,614830.67,7736851.81,1275.29,NAMEN-FSD-08-005    ,120.0,130.0,614834.02,7736850.9,1278.88,0.06,0.04,33.83,0.04,7.35,0.027,37.99,0.01,3.35,75.09,0,0,0,0,0,0,0,0,0,1,0,0,0,1,IM,1,IM,True
5850,740,1,614743.41,7736577.72,1377.97,614739.48,7736584.23,1365.38,NAMEN-FSD-08-006    ,0.0,14.7,614741.45,7736580.98,1371.67,1.589,0.005,48.577,0.098,0.298,0.036,27.141,0.02,1.242,21.233,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5851,740,3,614737.66,7736587.02,1360.33,614733.43,7736593.25,1346.92,NAMEN-FSD-08-006    ,20.75,36.125,614735.54,7736590.14,1353.63,0.806,0.009,44.091,0.2,0.112,0.026,35.429,0.018,0.683,27.085,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5852,740,4,614733.43,7736593.25,1346.92,614728.93,7736599.45,1333.59,NAMEN-FSD-08-006    ,36.125,51.5,614731.18,7736596.35,1340.26,0.846,0.005,43.434,0.704,0.148,0.03,36.006,0.01,0.79,24.125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5853,740,5,614728.93,7736599.45,1333.59,614723.19,7736606.46,1320.1,NAMEN-FSD-08-006    ,51.5,67.75,614726.07,7736602.96,1326.85,0.167,0.038,39.922,0.113,0.278,0.018,42.449,0.005,0.252,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5854,740,6,614723.19,7736606.46,1320.1,614716.89,7736613.3,1305.99,NAMEN-FSD-08-006    ,67.75,84.65,614720.04,7736609.89,1313.06,0.101,0.106,35.052,0.374,4.773,0.019,40.904,0.005,2.01,88.63,0,0,0,0,0,0,0,0,0,1,0,0,0,1,IM,1,IM,True
5855,741,1,614709.18,7736657.14,1393.25,614700.89,7736661.82,1377.45,NAMEN-FSD-08-007    ,0.0,18.45,614705.03,7736659.48,1385.35,0.549,0.012,41.92,0.065,0.075,0.026,39.55,0.012,0.453,37.521,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5856,741,2,614700.89,7736661.82,1377.45,614694.04,7736665.23,1365.7,NAMEN-FSD-08-007    ,18.45,32.467,614697.46,7736663.52,1371.58,0.245,0.005,36.949,0.005,0.126,0.023,47.015,0.005,0.093,71.487,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5857,741,3,614694.04,7736665.23,1365.7,614686.94,7736668.66,1354.12,NAMEN-FSD-08-007    ,32.467,46.483,614690.49,7736666.94,1359.91,0.229,0.005,36.584,0.005,0.073,0.051,47.332,0.006,0.309,77.85,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5858,741,4,614686.94,7736668.66,1354.12,614679.46,7736672.24,1342.81,NAMEN-FSD-08-007    ,46.483,60.5,614683.2,7736670.45,1348.46,0.435,0.005,36.318,0.005,0.097,0.032,47.72,0.009,0.596,76.329,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5859,741,5,614679.46,7736672.24,1342.81,614671.87,7736675.75,1331.57,NAMEN-FSD-08-007    ,60.5,74.517,614675.66,7736674.0,1337.19,0.229,0.005,37.254,0.005,0.114,0.059,46.253,0.006,0.507,76.871,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5860,741,6,614671.87,7736675.75,1331.57,614664.1,7736678.96,1320.35,NAMEN-FSD-08-007    ,74.517,88.533,614667.98,7736677.35,1325.96,0.452,0.01,36.8,0.01,0.096,0.056,46.289,0.014,0.381,64.735,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5861,741,7,614664.1,7736678.96,1320.35,614656.05,7736682.01,1309.29,NAMEN-FSD-08-007    ,88.533,102.55,614660.07,7736680.48,1314.82,0.329,0.013,37.13,0.013,0.081,0.052,46.153,0.016,0.431,76.904,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5862,742,1,615091.95,7737071.55,1345.96,615084.2,7737076.02,1330.46,NAMEN-FSD-08-008    ,6.3,24.2,615088.08,7737073.78,1338.21,0.72,0.005,52.962,0.013,0.23,0.01,22.945,0.015,0.385,4.466,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5863,742,4,615076.84,7737080.27,1315.74,615069.57,7737084.47,1301.19,NAMEN-FSD-08-008    ,41.2,58.0,615073.2,7737082.37,1308.47,0.218,0.005,34.819,0.005,0.008,0.013,50.182,0.005,0.046,58.762,0,0,0,0,0,0,1,0,0,0,0,0,0,1,IS,1,IS,True
5864,744,1,615011.67,7737139.05,1328.57,615012.08,7737133.66,1320.16,NAMEN-FSD-08-009    ,13.85,23.85,615011.87,7737136.36,1324.37,0.96,0.01,59.85,0.02,0.01,0.021,13.14,0.02,0.39,33.46,0,0,0,1,0,0,0,0,0,0,0,0,0,1,IR,1,IR,True
5865,744,2,615012.08,7737133.66,1320.16,615012.55,7737127.25,1309.16,NAMEN-FSD-08-009    ,23.85,36.592,615012.31,7737130.44,1314.67,0.745,0.034,51.305,0.017,0.012,0.016,25.959,0.018,0.226,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5866,744,3,615012.55,7737127.25,1309.16,615013.06,7737120.97,1298.09,NAMEN-FSD-08-009    ,36.592,49.333,615012.81,7737124.11,1303.62,0.441,0.049,37.675,0.013,0.063,0.016,45.68,0.01,0.114,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
5867,744,4,615013.06,7737120.97,1298.09,615013.69,7737114.52,1287.12,NAMEN-FSD-08-009    ,49.333,62.075,615013.38,7737117.74,1292.6,0.425,0.019,32.593,0.005,0.01,0.009,53.113,0.01,-0.142,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IS,1,IS,True
